"entity_id","entity_name","entity_code","team_id","total_pitches","total_pitches","total_pitches_empty","median_seconds_empty","total_pitches_onbase","median_seconds_empty","freq_hot","freq_warm","freq_cold"
592716,"Sampson, Adrian","Pit",112,786,786,536,18.08,250,18.08,0.08142493638676845,0.8295165394402035,0.089058524173028
621076,"Kaprielian, James","Pit",133,1024,1024,624,18.114,400,18.114,0.083984375,0.8349609375,0.0810546875
669145,"Zimmermann, Bruce","Pit",110,503,503,355,18.115,148,18.115,0.06560636182902585,0.8687872763419483,0.06560636182902585
623474,"Herget, Jimmy","Pit",108,491,491,304,18.136,187,18.136,0.0835030549898167,0.8268839103869654,0.08961303462321792
622098,"Smith, Drew","Pit",121,357,357,216,18.149,141,18.149,0.05322128851540616,0.9131652661064426,0.03361344537815126
592761,"Smith, Caleb","Pit",109,558,558,326,18.152,232,18.152,0.044802867383512544,0.9139784946236559,0.04121863799283154
661269,"Gutierrez, Vladimir","Pit",113,330,330,176,18.164,154,18.164,0.09696969696969697,0.803030303030303,0.1
527048,"Pérez, Martín","Pit",140,1431,1431,874,18.191,557,18.191,0.1146051712089448,0.7470300489168413,0.13836477987421383
543766,"Shaw, Bryan","Pit",114,445,445,238,18.194,207,18.194,0.04719101123595506,0.898876404494382,0.05393258426966292
663158,"Suarez, Robert","Pit",135,361,361,211,18.242,150,18.242,0.030470914127423823,0.9058171745152355,0.06371191135734072
669912,"Snead, Kirby","Pit",133,380,380,177,18.266,203,18.266,0.05263157894736842,0.8894736842105263,0.05789473684210526
641302,"Alexander, Tyler","Pit",116,706,706,446,18.269,260,18.269,0.029745042492917848,0.9475920679886686,0.0226628895184136
656529,"Hentges, Sam","Pit",114,413,413,263,18.27,150,18.27,0.014527845036319613,0.937046004842615,0.048426150121065374
548384,"Raley, Brooks","Pit",139,407,407,263,18.325,144,18.325,0.10073710073710074,0.8427518427518428,0.056511056511056514
592858,"Wick, Rowan","Pit",112,508,508,261,18.341,247,18.341,0.07283464566929133,0.8385826771653543,0.08858267716535433
680694,"Bradish, Kyle","Pit",110,920,920,588,18.363,332,18.363,0.13804347826086957,0.7858695652173913,0.07608695652173914
642232,"Yarbrough, Ryan","Pit",139,603,603,369,18.364,234,18.364,0.07296849087893864,0.8424543946932007,0.0845771144278607
656458,"Gilbreath, Lucas","Pit",115,392,392,203,18.375,189,18.375,0.030612244897959183,0.8979591836734694,0.07142857142857142
606303,"Payamps, Joel","Pit",133,441,441,259,18.383,182,18.383,0.05442176870748299,0.9047619047619048,0.04081632653061224
664062,"Gonsolin, Tony","Pit",119,878,878,642,18.395,236,18.395,0.03986332574031891,0.9066059225512528,0.05353075170842825
503449,"Peralta, Wily","Pit",116,340,340,181,18.402,159,18.402,0.07058823529411765,0.8441176470588235,0.08529411764705883
595345,"Okert, Steven","Pit",146,462,462,254,18.405,208,18.405,0.010822510822510822,0.9307359307359307,0.05844155844155844
668933,"Ashcraft, Graham","Pit",113,791,791,486,18.415,305,18.415,0.04298356510745891,0.9216182048040455,0.035398230088495575
570257,"Rodríguez, Joely","Pit",121,414,414,253,18.442,161,18.442,0.04830917874396135,0.9154589371980676,0.036231884057971016
656302,"Cease, Dylan","Pit",145,1393,1393,958,18.464,435,18.464,0.07035175879396985,0.8607322325915291,0.06891600861450108
592662,"Ray, Robbie","Pit",136,1295,1295,899,18.523,396,18.523,0.10115830115830116,0.8247104247104247,0.07413127413127413
689225,"Brieske, Beau","Pit",116,546,546,373,18.538,173,18.538,0.0641025641025641,0.8754578754578755,0.06043956043956044
592351,"Gray, Jon","Pit",140,929,929,620,18.552,309,18.552,0.03444564047362755,0.8977395048439182,0.06781485468245425
596057,"Norris, Daniel","Pit",116,494,494,309,18.557,185,18.557,0.0951417004048583,0.8481781376518218,0.05668016194331984
664299,"Javier, Cristian","Pit",117,1150,1150,834,18.599,316,18.599,0.09217391304347826,0.8330434782608696,0.07478260869565218
571901,"Loup, Aaron","Pit",108,430,430,229,18.617,201,18.617,0,0.9418604651162791,0.05813953488372093
593423,"Montas, Frankie","Pit",147,967,967,630,18.652,337,18.652,0.04446742502585315,0.8148914167528438,0.140641158221303
669022,"Gore, MacKenzie","Pit",135,582,582,344,18.652,238,18.652,0.06357388316151202,0.8797250859106529,0.05670103092783505
656271,"Burke, Brock","Pit",140,623,623,388,18.661,235,18.661,0.0593900481540931,0.8683788121990369,0.07223113964686999
664875,"Lawrence, Justin","Pit",115,384,384,186,18.685,198,18.685,0.033854166666666664,0.9166666666666666,0.049479166666666664
672578,"Hernández, Carlos","Pit",118,473,473,278,18.704,195,18.704,0.048625792811839326,0.904862579281184,0.046511627906976744
663855,"Hicks, Jordan","Pit",138,524,524,313,18.711,211,18.711,0.061068702290076333,0.8645038167938931,0.07442748091603053
656222,"Beeks, Jalen","Pit",139,445,445,249,18.723,196,18.723,0.024719101123595506,0.9191011235955057,0.056179775280898875
640462,"Puk, A.J.","Pit",133,484,484,283,18.751,201,18.751,0.010330578512396695,0.9359504132231405,0.05371900826446281
674072,"Henry, Tommy","Pit",109,349,349,246,18.758,103,18.758,0.008595988538681949,0.9512893982808023,0.04011461318051576
663436,"Martin, Davis","Pit",145,448,448,292,18.771,156,18.771,0.060267857142857144,0.8995535714285714,0.04017857142857143
641154,"López, Pablo","Pit",146,1295,1295,926,18.794,369,18.794,0.05945945945945946,0.8602316602316602,0.08030888030888031
573009,"Mantiply, Joe","Pit",109,375,375,211,18.824,164,18.824,0,0.9546666666666667,0.04533333333333334
570666,"Cessa, Luis","Pit",113,578,578,382,18.884,196,18.884,0.05190311418685121,0.8927335640138409,0.05536332179930796
607074,"Rodón, Carlos","Pit",137,1324,1324,907,18.933,417,18.933,0.07326283987915408,0.850453172205438,0.07628398791540786
676684,"Vest, Will","Pit",116,467,467,246,18.997,221,18.997,0.008565310492505354,0.9443254817987152,0.047109207708779445
669395,"Coleman, Dylan","Pit",118,578,578,304,19.007,274,19.007,0.02422145328719723,0.9013840830449827,0.07439446366782007
605182,"Clevinger, Mike","Pit",135,862,862,590,19.012,272,19.012,0.024361948955916472,0.8816705336426914,0.09396751740139211
605483,"Snell, Blake","Pit",135,1049,1049,699,19.018,350,19.018,0.08674928503336511,0.786463298379409,0.12678741658722592
669424,"Lambert, Jimmy","Pit",145,357,357,209,19.043,148,19.043,0.05042016806722689,0.8627450980392157,0.08683473389355742
608349,"Knebel, Corey","Pit",143,371,371,202,19.056,169,19.056,0.026954177897574125,0.8975741239892183,0.07547169811320754
642397,"Soto, Gregory","Pit",116,498,498,273,19.118,225,19.118,0.03815261044176707,0.8674698795180723,0.09437751004016064
621368,"Hearn, Taylor","Pit",140,810,810,481,19.125,329,19.125,0.03827160493827161,0.9148148148148149,0.04691358024691358
628708,"Marte, Yunior","Pit",137,384,384,215,19.145,169,19.145,0.018229166666666668,0.9244791666666666,0.057291666666666664
663776,"Sandoval, Patrick","Pit",108,1117,1117,647,19.165,470,19.165,0.045658012533572066,0.8487018800358102,0.10564010743061773
592789,"Syndergaard, Noah","Pit",143,900,900,562,19.173,338,19.173,0.0077777777777777776,0.9344444444444444,0.057777777777777775
456713,"Bush, Matt","Pit",158,424,424,290,19.177,134,19.177,0.0330188679245283,0.9221698113207547,0.04481132075471698
605218,"Edwards Jr., Carl","Pit",120,459,459,242,19.196,217,19.196,0.0196078431372549,0.8649237472766884,0.11546840958605664
543606,"Odorizzi, Jake","Pit",144,807,807,551,19.2,256,19.2,0.05947955390334572,0.8475836431226765,0.09293680297397769
642152,"Trivino, Lou","Pit",147,442,442,216,19.227,226,19.227,0,0.9343891402714932,0.06561085972850679
669467,"Pallante, Andre","Pit",138,841,841,509,19.308,332,19.308,0.019024970273483946,0.9024970273483948,0.07847800237812129
669952,"White, Mitch","Pit",141,758,758,466,19.332,292,19.332,0.011873350923482849,0.941952506596306,0.04617414248021108
593576,"Neris, Héctor","Pit",117,437,437,267,19.355,170,19.355,0.06407322654462243,0.8283752860411899,0.10755148741418764
458681,"Lynn, Lance","Pit",145,896,896,575,19.366,321,19.366,0.04352678571428571,0.9017857142857143,0.0546875
656793,"Nelson, Nick","Pit",143,529,529,253,19.405,276,19.405,0.011342155009451797,0.9054820415879017,0.0831758034026465
657024,"Swanson, Erik","Pit",136,363,363,231,19.436,132,19.436,0.013774104683195593,0.9586776859504132,0.027548209366391185
657248,"Otto, Glenn","Pit",140,1021,1021,652,19.455,369,19.455,0.02840352595494613,0.8971596474045054,0.07443682664054849
670036,"Festa, Matt","Pit",136,409,409,251,19.468,158,19.468,0.02444987775061125,0.9168704156479217,0.05867970660146699
600921,"Machado, Andres","Pit",120,446,446,236,19.574,210,19.574,0.02466367713004484,0.874439461883408,0.10089686098654709
671345,"Foley, Jason","Pit",116,408,408,230,19.586,178,19.586,0,0.9436274509803921,0.056372549019607844
676760,"Marinaccio, Ron","Pit",147,361,361,169,19.624,192,19.624,0.002770083102493075,0.9196675900277008,0.07756232686980609
605488,"Springs, Jeffrey","Pit",139,976,976,651,19.637,325,19.637,0.04405737704918033,0.860655737704918,0.09528688524590163
605177,"Chafin, Andrew","Pit",116,383,383,230,19.662,153,19.662,0.02349869451697128,0.8825065274151436,0.09399477806788512
680686,"Gray, Josiah","Pit",120,1253,1253,838,19.673,415,19.673,0.03112529928172386,0.8683160415003991,0.1005586592178771
656876,"Rasmussen, Drew","Pit",139,939,939,624,19.676,315,19.676,0.022364217252396165,0.9116080937167199,0.06602768903088392
571670,"Floro, Dylan","Pit",146,380,380,227,19.697,153,19.697,0.002631578947368421,0.8736842105263158,0.12368421052631579
669330,"Wells, Tyler","Pit",110,711,711,507,19.71,204,19.71,0.004219409282700422,0.9324894514767933,0.06329113924050633
641329,"Baker, Bryan","Pit",110,562,562,338,19.717,224,19.717,0.03558718861209965,0.900355871886121,0.06405693950177936
663559,"Falter, Bailey","Pit",143,578,578,385,19.729,193,19.729,0.010380622837370242,0.9498269896193772,0.039792387543252594
682171,"Murfee, Penn","Pit",136,453,453,268,19.745,185,19.745,0.002207505518763797,0.9072847682119205,0.09050772626931568
622554,"Domínguez, Seranthony","Pit",143,378,378,237,19.745,141,19.745,0.0291005291005291,0.9285714285714286,0.042328042328042326
605540,"Woodruff, Brandon","Pit",158,1144,1144,795,19.765,349,19.765,0.015734265734265736,0.9090909090909091,0.07517482517482517
606424,"García, Jarlín","Pit",137,450,450,277,19.766,173,19.766,0.028888888888888888,0.9022222222222223,0.06888888888888889
476595,"Luetge, Lucas","Pit",147,450,450,269,19.796,181,19.796,0.03333333333333333,0.8577777777777778,0.10888888888888888
605507,"Thompson, Zach","Pit",134,992,992,655,19.819,337,19.819,0.017137096774193547,0.9203629032258065,0.0625
608665,"Graveman, Kendall","Pit",145,480,480,269,19.846,211,19.846,0.05,0.825,0.125
600917,"Leclerc, José","Pit",140,345,345,177,19.865,168,19.865,0.017391304347826087,0.8956521739130435,0.08695652173913043
502043,"Gibson, Kyle","Pit",143,1238,1238,813,19.888,425,19.888,0.012924071082390954,0.8885298869143781,0.09854604200323101
579328,"Kikuchi, Yusei","Pit",141,819,819,482,19.896,337,19.896,0.026862026862026864,0.894993894993895,0.07814407814407814
628711,"Urías, Julio","Pit",119,1115,1115,804,19.897,311,19.897,0.0026905829596412557,0.9614349775784753,0.03587443946188341
519043,"Moore, Matt","Pit",140,515,515,331,19.903,184,19.903,0.019417475728155338,0.9087378640776699,0.07184466019417475
664123,"Effross, Scott","Pit",147,391,391,218,19.903,173,19.903,0.03580562659846547,0.8516624040920716,0.11253196930946291
661309,"Martínez, Adrián","Pit",133,462,462,310,19.913,152,19.913,0.1038961038961039,0.8095238095238095,0.08658008658008658
607216,"Krehbiel, Joey","Pit",110,465,465,292,19.93,173,19.93,0.023655913978494623,0.9032258064516129,0.07311827956989247
656945,"Scott, Tanner","Pit",146,578,578,294,19.96,284,19.96,0.005190311418685121,0.9307958477508651,0.06401384083044982
518489,"Brasier, Ryan","Pit",111,396,396,242,19.974,154,19.974,0.010101010101010102,0.9191919191919192,0.0707070707070707
606160,"Montero, Rafael","Pit",117,536,536,337,20.069,199,20.069,0.04664179104477612,0.8264925373134329,0.12686567164179105
643377,"Jax, Griffin","Pit",142,511,511,289,20.084,222,20.084,0.007827788649706457,0.9275929549902152,0.06457925636007827
571656,"Farmer, Buck","Pit",113,391,391,212,20.099,179,20.099,0.005115089514066497,0.9258312020460358,0.06905370843989769
650895,"Castillo, Diego","Pit",136,384,384,236,20.114,148,20.114,0.020833333333333332,0.8645833333333334,0.11458333333333333
621249,"Underwood Jr., Duane","Pit",134,422,422,224,20.119,198,20.119,0,0.933649289099526,0.06635071090047394
519293,"Smith, Will","Pit",117,410,410,256,20.128,154,20.128,0.004878048780487805,0.9292682926829269,0.06585365853658537
617228,"Sawamura, Hirokazu","Pit",111,372,372,179,20.129,193,20.129,0.04032258064516129,0.7419354838709677,0.21774193548387097
434378,"Verlander, Justin","Pit",117,1062,1062,736,20.144,326,20.144,0.003766478342749529,0.9265536723163842,0.0696798493408663
605400,"Nola, Aaron","Pit",143,1344,1344,955,20.152,389,20.152,0.020089285714285716,0.8816964285714286,0.09821428571428571
592826,"Velasquez, Vince","Pit",145,584,584,365,20.185,219,20.185,0.04794520547945205,0.8287671232876712,0.1232876712328767
642585,"Bautista, Félix","Pit",110,432,432,275,20.192,157,20.192,0.041666666666666664,0.8680555555555556,0.09027777777777778
502042,"Archer, Chris","Pit",142,888,888,586,20.227,302,20.227,0.009009009009009009,0.9234234234234234,0.06756756756756757
664208,"Maton, Phil","Pit",117,504,504,237,20.247,267,20.247,0.001984126984126984,0.9484126984126984,0.0496031746031746
656557,"Houck, Tanner","Pit",111,431,431,256,20.299,175,20.299,0.01160092807424594,0.9234338747099768,0.06496519721577726
592332,"Gausman, Kevin","Pit",141,1049,1049,682,20.331,367,20.331,0.010486177311725452,0.9294566253574833,0.06005719733079123
605538,"Wisler, Matt","Pit",139,348,348,214,20.342,134,20.342,0.028735632183908046,0.9080459770114943,0.06321839080459771
608717,"Stratton, Chris","Pit",138,488,488,263,20.353,225,20.353,0.00819672131147541,0.9139344262295082,0.0778688524590164
656756,"Montgomery, Jordan","Pit",138,1188,1188,830,20.375,358,20.375,0.050505050505050504,0.8518518518518519,0.09764309764309764
663986,"Stephan, Trevor","Pit",114,450,450,255,20.436,195,20.436,0.008888888888888889,0.8777777777777778,0.11333333333333333
542914,"Bass, Anthony","Pit",141,436,436,277,20.441,159,20.441,0,0.9334862385321101,0.06651376146788991
554340,"Garcia, Yimi","Pit",141,501,501,314,20.464,187,20.464,0.001996007984031936,0.9101796407185628,0.08782435129740519
621363,"Poche, Colin","Pit",139,417,417,260,20.468,157,20.468,0.019184652278177457,0.9256594724220624,0.05515587529976019
605447,"Romano, Jordan","Pit",141,427,427,236,20.521,191,20.521,0.00702576112412178,0.9203747072599532,0.07259953161592506
670280,"Bednar, David","Pit",134,371,371,233,20.551,138,20.551,0.013477088948787063,0.894878706199461,0.09164420485175202
453343,"Melancon, Mark","Pit",109,414,414,234,20.558,180,20.558,0.004830917874396135,0.782608695652174,0.21256038647342995
667427,"Jackson, Zach","Pit",133,450,450,256,20.616,194,20.616,0.0044444444444444444,0.8977777777777778,0.09777777777777778
605347,"López, Jorge","Pit",142,525,525,293,20.618,232,20.618,0.007619047619047619,0.8685714285714285,0.12380952380952381
621381,"Strahm, Matt","Pit",111,346,346,183,20.62,163,20.62,0.002890173410404624,0.9364161849710982,0.06069364161849711
573204,"Thielbar, Caleb","Pit",142,393,393,220,20.632,173,20.632,0.002544529262086514,0.926208651399491,0.07124681933842239
614179,"Ruiz, José","Pit",145,519,519,272,20.647,247,20.647,0.028901734104046242,0.8882466281310212,0.08285163776493257
623465,"Phillips, Evan","Pit",119,435,435,285,20.653,150,20.653,0,0.9379310344827586,0.06206896551724138
595881,"Beede, Tyler","Pit",134,519,519,277,20.662,242,20.662,0.036608863198458574,0.8631984585741811,0.1001926782273603
608337,"Giolito, Lucas","Pit",145,1236,1236,792,20.683,444,20.683,0.0048543689320388345,0.9320388349514563,0.06310679611650485
670167,"Schreiber, John","Pit",111,500,500,283,20.716,217,20.716,0.002,0.914,0.084
666201,"Manoah, Alek","Pit",141,1299,1299,874,20.719,425,20.719,0.008468052347959968,0.8575827559661278,0.13394919168591224
667297,"Nance, Tommy","Pit",146,350,350,175,20.734,175,20.734,0.002857142857142857,0.9171428571428571,0.08
660853,"De Los Santos, Enyel","Pit",114,354,354,213,20.774,141,20.774,0.002824858757062147,0.9180790960451978,0.07909604519774012
608723,"Voth, Austin","Pit",110,802,802,481,20.778,321,20.778,0.0012468827930174563,0.9351620947630923,0.06359102244389027
650893,"Cabrera, Génesis","Pit",138,329,329,216,20.862,113,20.862,0.00303951367781155,0.9088145896656535,0.08814589665653495
605130,"Barlow, Scott","Pit",118,557,557,340,20.868,217,20.868,0.010771992818671455,0.9245960502692998,0.06463195691202872
608328,"De Jong, Chase","Pit",134,570,570,332,20.88,238,20.88,0.015789473684210527,0.8859649122807017,0.09824561403508772
621112,"Blackburn, Paul","Pit",133,877,877,599,20.882,278,20.882,0.00798175598631699,0.8928164196123147,0.09920182440136831
506433,"Darvish, Yu","Pit",135,1328,1328,933,20.952,395,20.952,0.012801204819277108,0.9021084337349398,0.08509036144578314
596112,"Stephenson, Robert","Pit",134,375,375,225,21.022,150,21.022,0,0.8826666666666667,0.11733333333333333
453178,"Kennedy, Ian","Pit",109,386,386,214,21.031,172,21.031,0,0.9248704663212435,0.07512953367875648
669203,"Burnes, Corbin","Pit",158,1523,1523,1117,21.128,406,21.128,0.0013131976362442547,0.9146421536441235,0.0840446487196323
656546,"Hoffman, Jeff","Pit",113,393,393,233,21.13,160,21.13,0,0.9440203562340967,0.05597964376590331
676664,"Sears, JP","Pit",133,522,522,324,21.133,198,21.133,0.0019157088122605363,0.8831417624521073,0.11494252873563218
656629,"Kopech, Michael","Pit",145,956,956,640,21.135,316,21.135,0.008368200836820083,0.9121338912133892,0.0794979079497908
493603,"Ottavino, Adam","Pit",121,541,541,316,21.139,225,21.139,0.0036968576709796672,0.8853974121996303,0.11090573012939002
542888,"Armstrong, Shawn","Pit",139,435,435,245,21.147,190,21.147,0,0.9586206896551724,0.041379310344827586
677651,"Garcia, Luis","Pit",117,1079,1079,748,21.173,331,21.173,0.012048192771084338,0.8628359592215014,0.12511584800741427
650556,"Abreu, Bryan","Pit",117,440,440,232,21.242,208,21.242,0.004545454545454545,0.8886363636363637,0.10681818181818181
656731,"Megill, Tylor","Pit",121,352,352,229,21.318,123,21.318,0.002840909090909091,0.9375,0.05965909090909091
453268,"Bard, Daniel","Pit",115,452,452,286,21.406,166,21.406,0,0.8694690265486725,0.13053097345132744
642758,"Acevedo, Domingo","Pit",133,400,400,256,21.468,144,21.468,0,0.925,0.075
664199,"Clarke, Taylor","Pit",118,341,341,187,21.483,154,21.483,0.002932551319648094,0.9178885630498533,0.07917888563049853
489334,"Stammen, Craig","Pit",135,333,333,187,21.484,146,21.484,0,0.8378378378378378,0.16216216216216217
650633,"King, Michael","Pit",147,381,381,225,21.517,156,21.517,0.0026246719160104987,0.8372703412073491,0.16010498687664043
623149,"Sewald, Paul","Pit",136,451,451,306,21.539,145,21.539,0.0022172949002217295,0.9024390243902439,0.09534368070953436
662253,"Muñoz, Andrés","Pit",136,424,424,276,21.614,148,21.614,0,0.8867924528301887,0.11320754716981132
641360,"Bickford, Phil","Pit",119,447,447,303,21.702,144,21.702,0,0.9552572706935123,0.0447427293064877
660271,"Ohtani, Shohei","Pit",108,1202,1202,801,21.727,401,21.727,0.015806988352745424,0.8169717138103162,0.16722129783693843
544727,"Familia, Jeurys","Pit",111,394,394,217,21.763,177,21.763,0.0025380710659898475,0.8350253807106599,0.16243654822335024
621051,"Wilson, Steven","Pit",135,406,406,247,21.797,159,21.797,0.0024630541871921183,0.8940886699507389,0.10344827586206896
541640,"Ramírez, Erasmo","Pit",120,538,538,374,21.816,164,21.816,0,0.8940520446096655,0.10594795539033457
605280,"Holmes, Clay","Pit",147,458,458,270,21.818,188,21.818,0,0.9192139737991266,0.08078602620087336
664747,"Díaz, Alexis","Pit",113,480,480,262,21.897,218,21.897,0.004166666666666667,0.8666666666666667,0.12916666666666668
572193,"Tepera, Ryan","Pit",108,407,407,260,21.905,147,21.905,0,0.800982800982801,0.19901719901719903
472610,"García, Luis","Pit",135,433,433,249,21.973,184,21.973,0,0.8752886836027713,0.12471131639722864
594580,"Moll, Sam","Pit",133,370,370,191,22.029,179,22.029,0.008108108108108109,0.8675675675675676,0.12432432432432433
657044,"Thompson, Ryan","Pit",139,333,333,167,22.06,166,22.06,0,0.8528528528528528,0.14714714714714713
621237,"Alvarado, José","Pit",143,407,407,213,22.072,194,22.072,0.007371007371007371,0.800982800982801,0.19164619164619165
592094,"Adam, Jason","Pit",139,408,408,269,22.096,139,22.096,0,0.8357843137254902,0.1642156862745098
521230,"Hendriks, Liam","Pit",145,420,420,263,22.097,157,22.097,0.016666666666666666,0.8166666666666667,0.16666666666666666
623352,"Hader, Josh","Pit",135,441,441,251,22.113,190,22.113,0.006802721088435374,0.8616780045351474,0.13151927437641722
660761,"Suarez, José","Pit",108,774,774,521,22.121,253,22.121,0.007751937984496124,0.8643410852713178,0.12790697674418605
573124,"Rogers, Taylor","Pit",158,529,529,304,22.27,225,22.27,0.001890359168241966,0.8525519848771267,0.14555765595463138
666808,"Doval, Camilo","Pit",137,519,519,274,22.272,245,22.272,0.0019267822736030828,0.8458574181117534,0.15221579961464354
672335,"Pérez, Cionel","Pit",110,405,405,202,22.482,203,22.482,0,0.8666666666666667,0.13333333333333333
592773,"Stanek, Ryne","Pit",117,385,385,204,22.514,181,22.514,0,0.8779220779220779,0.12207792207792208
518886,"Kimbrel, Craig","Pit",119,510,510,281,22.782,229,22.782,0,0.884313725490196,0.11568627450980393
661403,"Clase, Emmanuel","Pit",114,324,324,228,22.793,96,22.793,0,0.9135802469135802,0.08641975308641975
625643,"López, Reynaldo","Pit",145,428,428,240,22.812,188,22.812,0.011682242990654205,0.8107476635514018,0.17757009345794392
598264,"Barnes, Matt","Pit",111,331,331,202,22.813,129,22.813,0,0.7764350453172205,0.22356495468277945
675916,"Karinchak, James","Pit",114,374,374,190,22.832,184,22.832,0.0053475935828877,0.7513368983957219,0.24331550802139038
543272,"Hand, Brad","Pit",143,414,414,228,22.912,186,22.912,0.0024154589371980675,0.8429951690821256,0.15458937198067632
455119,"Martin, Chris","Pit",119,355,355,198,22.917,157,22.917,0.0028169014084507044,0.8450704225352113,0.15211267605633802
642701,"Santana, Dennis","Pit",140,478,478,234,22.92,244,22.92,0,0.8744769874476988,0.12552301255230125
621345,"Minter, A.J.","Pit",144,463,463,277,23.029,186,23.029,0,0.8228941684665226,0.1771058315334773
523260,"Kelly, Joe","Pit",145,340,340,180,23.086,160,23.086,0.0029411764705882353,0.8,0.19705882352941176
664854,"Helsley, Ryan","Pit",138,394,394,264,23.103,130,23.103,0,0.8654822335025381,0.13451776649746192
598287,"Ramirez, Noé","Pit",109,392,392,235,23.129,157,23.129,0,0.8443877551020408,0.1556122448979592
517008,"Colomé, Alex","Pit",115,362,362,219,23.554,143,23.554,0,0.7099447513812155,0.2900552486187845
518617,"Diekman, Jake","Pit",145,580,580,267,23.568,313,23.568,0,0.8120689655172414,0.1879310344827586
519151,"Pressly, Ryan","Pit",117,325,325,236,23.67,89,23.67,0,0.8984615384615384,0.10153846153846154
641582,"Foster, Matt","Pit",145,326,326,172,23.741,154,23.741,0,0.8466257668711656,0.15337423312883436
641941,"Pagán, Emilio","Pit",142,469,469,261,23.83,208,23.83,0,0.8208955223880597,0.1791044776119403
622251,"Staumont, Josh","Pit",118,344,344,190,23.94,154,23.94,0.014534883720930232,0.7732558139534884,0.21220930232558138
519326,"Strickland, Hunter","Pit",113,493,493,263,24.262,230,24.262,0,0.7809330628803245,0.21906693711967545
681911,"Vesia, Alex","Pit",119,425,425,241,24.456,184,24.456,0,0.7623529411764706,0.2376470588235294
547973,"Chapman, Aroldis","Pit",147,326,326,197,24.55,129,24.55,0,0.7331288343558282,0.2668711656441718
571479,"Bellatti, Andrew","Pit",143,421,421,217,24.586,204,24.586,0,0.7790973871733967,0.2209026128266033
642207,"Williams, Devin","Pit",158,479,479,296,24.717,183,24.717,0,0.6826722338204593,0.3173277661795407
640448,"Finnegan, Kyle","Pit",120,475,475,297,25.543,178,25.543,0,0.8336842105263158,0.16631578947368422
445276,"Jansen, Kenley","Pit",144,444,444,296,25.579,148,25.579,0,0.6599099099099099,0.3400900900900901
606149,"Gallegos, Giovanny","Pit",138,401,401,248,25.811,153,25.811,0,0.6508728179551122,0.3491271820448878
642528,"Loáisiga, Jonathan","Pit",147,337,337,179,25.826,158,25.826,0,0.7893175074183977,0.21068249258160238